iter	Logloss
0	0.5130055392
1	0.368066929
2	0.2601900454
3	0.2023946974
4	0.1576340993
5	0.1243072616
6	0.1009386381
7	0.0703795486
8	0.06048886423
9	0.04755302712
10	0.03886693054
11	0.03157422719
12	0.02726924419
13	0.02415631656
14	0.0211659405
15	0.01746076125
16	0.01459861022
17	0.01300909894
18	0.01181818048
19	0.01093025561
20	0.009737849236
21	0.009021794354
22	0.008430889911
23	0.007587364978
24	0.006818009747
25	0.006240382239
26	0.0058805788
27	0.005488051309
28	0.005126619781
29	0.004720162462
30	0.004373774484
31	0.004133588738
32	0.004015905438
33	0.003735373418
34	0.003604682507
35	0.003326252103
36	0.003216741814
37	0.003050372005
38	0.002937001211
39	0.002838389741
40	0.002767350111
41	0.002695795011
42	0.002570047147
43	0.002520326663
44	0.002418132292
45	0.002325841122
46	0.002291624469
47	0.002245645832
48	0.002164079773
49	0.00211551275
50	0.002040932438
51	0.001973402307
52	0.001882308887
53	0.001844156258
54	0.001754878434
55	0.001714057668
56	0.001683974708
57	0.001631555182
58	0.001586438329
59	0.001551010266
60	0.001505783587
61	0.001456711855
62	0.001405250971
63	0.001362260569
64	0.001330459283
65	0.001298158947
66	0.001275470825
67	0.001242759741
68	0.001213349264
69	0.001191042088
70	0.001167508601
71	0.00112574651
72	0.00110365409
73	0.001086115216
74	0.001060273636
75	0.001028125071
76	0.001007863079
77	0.0009932644941
78	0.0009779265081
79	0.0009598322213
80	0.0009487784571
81	0.000927704076
82	0.0009136869814
83	0.0008976376719
84	0.0008848289511
85	0.000868147653
86	0.0008560147964
87	0.0008426982633
88	0.000831472101
89	0.0008162382852
90	0.0008075961636
91	0.0007944483724
92	0.0007838721353
93	0.0007734621565
94	0.0007734031037
95	0.0007621913596
96	0.0007494452789
97	0.0007385973025
98	0.0007385616363
99	0.0007265821375
100	0.0007145911179
101	0.000702895569
102	0.0006941733537
103	0.0006941057466
104	0.0006831146915
105	0.000683090891
106	0.0006830728164
107	0.0006766352389
108	0.000670031127
109	0.0006700400953
110	0.000669800435
111	0.0006636406674
112	0.000662094327
113	0.0006556599228
114	0.0006475677645
115	0.0006475328571
116	0.0006462650167
117	0.0006417914949
118	0.0006417659698
119	0.00063517193
120	0.0006287272468
121	0.0006256218034
122	0.0006203659707
123	0.0006184226799
124	0.0006184038465
125	0.0006184250254
126	0.0006183834264
127	0.0006183704568
128	0.0006183678353
129	0.0006183636961
130	0.0006183761138
131	0.0006183768036
132	0.0006183632132
133	0.0006183668695
134	0.0006182920878
135	0.0006182831885
136	0.0006182818777
137	0.000618106996
138	0.0006121849572
139	0.000612175713
140	0.0006121517745
141	0.0006121410816
142	0.0006120526404
143	0.0006120565037
144	0.0006120236659
145	0.0006120236659
146	0.0006120236659
147	0.0006120236659
148	0.0006120236659
149	0.0006120236659
150	0.0006120236659
151	0.0006120236659
152	0.0006120236659
153	0.0006120236659
154	0.0006120236659
155	0.0006120236659
156	0.0006120236659
157	0.0006120236659
158	0.0006120236659
159	0.0006120236659
160	0.0006120236659
161	0.0006120236659
162	0.0006120236659
163	0.0006120236659
164	0.0006120236659
165	0.0006120236659
166	0.0006120236659
167	0.0006120236659
168	0.0006120236659
169	0.0006120236659
170	0.0006120236659
171	0.0006120236659
172	0.0006120236659
173	0.0006120236659
174	0.0006120236659
175	0.0006120236659
176	0.0006120236659
177	0.0006120236659
178	0.0006120236659
179	0.0006120236659
180	0.0006120236659
181	0.0006120236659
182	0.0006120236659
183	0.0006120236659
184	0.0006120236659
185	0.0006120236659
186	0.0006120236659
187	0.0006120236659
188	0.0006120236659
189	0.0006120236659
190	0.0006120236659
191	0.0006120236659
192	0.0006120236659
193	0.0006120236659
194	0.0006120236659
195	0.0006120236659
196	0.0006120236659
197	0.0006120236659
198	0.0006120236659
199	0.0006120236659
200	0.0006120236659
201	0.0006120236659
202	0.0006120236659
203	0.0006120236659
204	0.0006120236659
205	0.0006120236659
206	0.0006120236659
207	0.0006120236659
208	0.0006120236659
209	0.0006120236659
210	0.0006120236659
211	0.0006120236659
212	0.0006120236659
213	0.0006120236659
214	0.0006120236659
215	0.0006120236659
216	0.0006120236659
217	0.0006120236659
218	0.0006120236659
219	0.0006120236659
220	0.0006120236659
221	0.0006120236659
222	0.0006120236659
223	0.0006120236659
224	0.0006120236659
225	0.0006120236659
226	0.0006120236659
227	0.0006120236659
228	0.0006120236659
229	0.0006120236659
230	0.0006120236659
231	0.0006120236659
232	0.0006120236659
233	0.0006120236659
234	0.0006120236659
235	0.0006120236659
236	0.0006120236659
237	0.0006120236659
238	0.0006120236659
239	0.0006120236659
240	0.0006120236659
241	0.0006120236659
242	0.0006120236659
243	0.0006120236659
244	0.0006120236659
245	0.0006120236659
246	0.0006120236659
247	0.0006120236659
248	0.0006120236659
249	0.0006120236659
250	0.0006120236659
251	0.0006120236659
252	0.0006120236659
253	0.0006120236659
254	0.0006120236659
255	0.0006120236659
256	0.0006120236659
257	0.0006120236659
258	0.0006120236659
259	0.0006120236659
260	0.0006120236659
261	0.0006120236659
262	0.0006120236659
263	0.0006120236659
264	0.0006120236659
265	0.0006120236659
266	0.0006120236659
267	0.0006120236659
268	0.0006120236659
269	0.0006120236659
270	0.0006120236659
271	0.0006120236659
272	0.0006120236659
273	0.0006120236659
274	0.0006120236659
275	0.0006120236659
276	0.0006120236659
277	0.0006120236659
278	0.0006120236659
279	0.0006120236659
280	0.0006120236659
281	0.0006120236659
282	0.0006120236659
283	0.0006120236659
284	0.0006120236659
285	0.0006120236659
286	0.0006120236659
287	0.0006120236659
288	0.0006120236659
289	0.0006120236659
290	0.0006120236659
291	0.0006120236659
292	0.0006120236659
293	0.0006120236659
294	0.0006120236659
295	0.0006120236659
296	0.0006120236659
297	0.0006120236659
298	0.0006120236659
299	0.0006120236659
300	0.0006120236659
301	0.0006120236659
302	0.0006120236659
303	0.0006120236659
304	0.0006120236659
305	0.0006120236659
306	0.0006120236659
307	0.0006120236659
308	0.0006120236659
309	0.0006120236659
310	0.0006120236659
311	0.0006120236659
312	0.0006120236659
313	0.0006120236659
314	0.0006120236659
315	0.0006120236659
316	0.0006120236659
317	0.0006120236659
318	0.0006120236659
319	0.0006120236659
320	0.0006120236659
321	0.0006120236659
322	0.0006120236659
323	0.0006120236659
324	0.0006120236659
325	0.0006120236659
326	0.0006120236659
327	0.0006120236659
328	0.0006120236659
329	0.0006120236659
330	0.0006120236659
331	0.0006120236659
